faq_url,page_url,page,question,summary,quick_summary
https://admin.examine.com/content/faqs/2251/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,What is an acute respiratory infection?,"An ARI is an infection affecting the upper or lower respiratory tract that lasts less than 30 days.[PMID:23220552] The upper respiratory tract includes the nose, sinuses, middle ear, pharynx (throat), and larynx (voice box), while the lower respiratory tract includes the trachea and the bronchi, bronchioles, and alveoli of the lungs (the alveoli are where the oxygen and carbon dioxide exchange occurs in the body).Upper respiratory tract infections are the most common ARIs and include the [common cold], [sinusitis], [tonsillitis], pharyngitis ([sore throat]), [otitis media] (ear infection), and laryngitis.[PMID:34613861][PMID:23440782] [Lower respiratory tract infections] tend to be more serious and include [pneumonia], [acute bronchitis], bronchiolitis, and bacterial/fungal exacerbations of [chronic obstructive pulmonary disease].[PMID:23440782] Some ARIs (e.g., the [flu], [COVID-19]) can affect both the upper and lower respiratory tract, depending on their severity.[PMID:32497522]",
https://admin.examine.com/content/faqs/2252/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,What are the main signs and symptoms of acute respiratory infections?,"The signs and symptoms of an ARI will depend on the part of the respiratory tract affected and the severity of the infection. Common symptoms of ARIs include nasal congestion, runny nose, sore throat, facial pressure, sneezing, cough, phlegm, headache, muscle/body aches, tiredness, and fever. When the infection affects the lower respiratory tract, it may also cause shortness of breath, chest pain, and wheezing.[PMID:23440782][PMID:32497522] Symptoms usually resolve within 2 to 10 days, though sometimes cough and nasal discharge can persist for several weeks.[PMID:11838568] A clinician may notice certain signs of an ARI during an examination, such as inflammation in the throat or ears, crackling and wheezing sounds in the lungs, increased levels of white blood cells, reduced blood oxygen levels, or abnormalities on a chest x-ray.[PMID:16862463]",
https://admin.examine.com/content/faqs/2253/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,How are acute respiratory infections diagnosed?,"ARIs are often diagnosed based on clinical symptoms alone. Sometimes swabs of the throat or nose, or sputum (phlegm) samples may be used to identify the organism causing the infection, which can help guide treatment.[reference|url=https://www.ncbi.nlm.nih.gov/books/NBK532961/#:~:text=Acute%20upper%20respiratory%20tract%20infections,Runny%20nose|title=Upper Respiratory Tract Infection|published=2022 Jun|authors=Thomas M, Bomar P|journal=StatPearls] A clinician may also perform a physical exam, including a visual check of the throat and ears, as well as using a stethoscope to listen to the lungs. Further testing, including blood work or a chest x-ray, can help determine the severity of the infection.[PMID:16862463]",
https://admin.examine.com/content/faqs/2254/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,What are some of the main medical treatments for acute respiratory infections?,"Most ARIs resolve on their own over time and do not require medical treatment, but it is always important to rest and stay hydrated to support recovery.[PMID:16862463] For symptom management in adults, the following may be helpful:[PMID:24589314][PMID:21406124]- Intranasal (i.e., sprayed up the nose) or oral decongestants (e.g., oxymetazoline, pseudoephedrine) can help reduce nasal congestion. -  *Non-steroidal anti-inflammatory drugs* (NSAIDs) (e.g., ibuprofen, naproxen) or acetaminophen can help with fever and sore throat.- Antihistamines (e.g., diphenhydramine, chlorpheniramine) may slightly reduce sneezing and runny nose.In the case of some ARIs, including [flu] and [COVID-19], antiviral medications may be given to people at a higher risk of complications.[reference|url=https://www.ncbi.nlm.nih.gov/books/NBK532961/#:~:text=Acute%20upper%20respiratory%20tract%20infections,Runny%20nose|title=Upper Respiratory Tract Infection|published=2022 Jun|authors=Thomas M, Bomar P|journal=StatPearls] Although antibiotics are frequently prescribed for ARIs, they are usually not helpful because most ARIs are caused by viruses, not bacteria. Not only will antibiotics be ineffective for most ARIs, but they can also cause side effects like diarrhea and promote antibiotic-resistant bacteria that could cause a future bacterial infection that does not respond to standard antibiotics.[PMID:11838568] However, if a clinician determines that an ARI is bacterial, antibiotic treatment can be life-saving.[PMID:16862463]",
https://admin.examine.com/content/faqs/2255/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,Have any supplements been studied for acute respiratory infections?,"Supplementation with specific micronutrients may help to reduce the risk and shorten the duration of an ARI. [Vitamin C],[PMID:23440782] [vitamin D],[PMID:28202713] and [zinc][PMID:34728441][PMID:32342851] supplementation show the most consistent benefits for ARI risk and duration.[PMID:33472840] For more information, see this page: [Which Supplements Can Help Against Colds And the Flu?](https://examine.com/conditions/common-cold/faq/zlR4rQL-which-supplements-can-help-against-colds-and-the-flu/#supplements-with-preliminary-evidence)",
https://admin.examine.com/content/faqs/2256/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,How could diet affect acute respiratory infections?,"Diet is connected to ARIs through [immunity]. Diets that are sufficient in energy (calories), micronutrients, and macronutrients are important for maintaining a robust immune system, which will help reduce the risk and severity of ARIs.[PMID:26634839][Flavonoids], which are plant compounds that have antioxidant and immunomodulatory properties and are found in especially high quantities in [tea], [chocolate], capers, and [oregano][PMID:32405356] may be particularly helpful for maintaining immunity.[PMID: 27184276]",
https://admin.examine.com/content/faqs/2257/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,Are there any other treatments for acute respiratory infections?,"Vaccines are an important tool for preventing ARIs, although there is not a vaccine for all ARIs (e.g., the [common cold]). Vaccination can protect against ([COVID-19]), influenza ([flu]), pneumococcal disease ([pneumonia]), and pertussis (whooping cough).[reference|url=https://www.cdc.gov/vaccines/adults/rec-vac/index.html|title=Recommended Vaccines for Adults, CDC]",
https://admin.examine.com/content/faqs/2258/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,What causes acute respiratory infections?,"In general, most ARIs are caused by viruses. Common respiratory viruses include rhinovirus, *respiratory syncytial virus* (RSV), influenza virus, human coronavirus, SARS-CoV-2, and adenovirus, although others have been identified.[PMID:23440782] A viral ARI can predispose someone to a secondary bacterial respiratory infection, which is when a bacterial infection (e.g., bacterial pneumonia) occurs during or after an initial infection with a virus.[PMID:33121394] Other ARIs, such as [pharyngitis] (strep throat), [sinusitis], [otitis media], and [pneumonia], can be caused by bacteria alone. Less often, an ARI may be caused by a fungus or parasite.[PMID:36261160]Many ARIs are contagious and can be transmitted between people through respiratory droplets or direct physical contact. When the microorganism is inhaled or comes into contact with the mucosal lining of the nose or eyes, it infects the cells of the respiratory mucosa and begins to multiply and spread.[PMID:32497522] Both the infecting organism and the immune system’s response to the infection create the symptoms associated with an ARI.[PMID:18272895] Many respiratory infections follow [seasonal variations](https://examine.com/conditions/flu/faq/VlkPG2Y-why-is-the-flu-seasonal/), meaning they occur more often during certain times of the year.[PMID:3219642]",
https://admin.examine.com/content/faqs/2259/edit,https://admin.examine.com/content/topics/1091/edit,Acute Respiratory Infection,What are good practices to reduce the spread of acute respiratory infections?,"There are many lifestyle habits that help to reduce the spread of contagious ARIs, including:[reference|url=https://www.ccohs.ca/oshanswers/diseases/good_hygiene.html|title=Good Hygiene Practices - Reducing the Spread of Infections and Viruses, CCOHS]- Washing hands regularly with soap and water (for a minimum of 20 seconds!)- Using alcohol-based hand sanitizer if unable to wash with soap and water - Staying home when sick- Practicing good cough/sneeze etiquette (turn away from others and sneeze/cough into your inner elbow or a tissue)- Washing your hands before touching your face, eyes, nose, or mouth- Practicing physical distancing- Avoiding sharing dishware (e.g., cups, cutlery) - Wearing a mask when unable to avoid close contact with others",
https://admin.examine.com/content/faqs/2260/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,What are hemorrhoids?,"Hemorrhoids are swollen blood vessels within the anal canal/rectum (internal hemorrhoids) or around the opening of the anus (external hemorrhoids). Hemorrhoids result from the pathological enlargement of anal cushions. Anal cushions are a part of anal anatomy that help maintain continence (the ability to control bowel movements) by filling with blood to seal the rectum, and draining during defecation. If this filling and draining process isn’t working properly, they can become enlarged and cause symptoms. Hemorrhoids are generally not harmful, apart from causing discomfort.[PMID:16235372] Hemorrhoids are a common condition, with a U.S. survey finding a prevalence of 4.4% in the general public. However, some research reports rates of up to 40%.[PMID:2295392][PMID:21932016] Hemorrhoids affect both sexes equally and prevalence peaks between ages 45 and 65.[PMID:2295392] It’s suggested that by age 50, roughly half of people will have experienced hemorrhoids at some point in their life.[PMID:37082684]",
https://admin.examine.com/content/faqs/2261/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,What are the main signs and symptoms of hemorrhoids?,"Hemorrhoids commonly cause rectal bleeding, itching, and pain. Sometimes, mucousy discharge or fecal soiling may also occur.[PMID:16235372] If bleeding occurs, it is usually bright red, painless, and may be visible during or right after a bowel movement in the toilet bowl or on toilet paper.[PMID:30421308] A study that assessed the frequency of hemorrhoids in participants undergoing colorectal cancer screening found that over half of individuals with hemorrhoid disease did not have any symptoms.[PMID:21932016] Symptoms can also depend on the type of hemorrhoid. External hemorrhoids may be visible as a swollen bump on the anal opening and can be quite painful, as the area has many nerves for sensing pain. Alternatively, internal hemorrhoids are usually not visible unless they are prolapsed (the blood vessel becomes displaced and protrudes out of the anus) and are often painless, as there are no pain receptors in that region of the rectum. Both types of hemorrhoids can become thrombosed, during which a harmless (but painful) blood clot forms in the hemorrhoid.[PMID:16235372][PMID:37082684]Many of the symptoms of hemorrhoids can occur due to other more serious health conditions and therefore proper diagnosis by a healthcare provider is always recommended.[PMID:16235372]",
https://admin.examine.com/content/faqs/2262/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,How are hemorrhoids diagnosed?,"A clinician usually diagnoses hemorrhoids with a physical exam, which may include an examination of the anus and rectum to check for visible hemorrhoids, or a digital rectal exam during which a finger is used to feel for any abnormalities in the rectum. Sometimes an endoscope may be required to diagnose internal hemorrhoids. The endoscope is a small tube with a light and camera that is inserted into the rectum to evaluate the inner tissues.[PMID:16235372][PMID:21932016]  Internal hemorrhoids are often graded based on the degree of prolapse:[PMID:29431977]- Grade I: painless swelling of the hemorrhoid occurs.- Grade II: hemorrhoid protrudes from the anus during bowel movements and spontaneously returns to normal position.- Grade III: hemorrhoid protrudes from the anus during bowel movements and must be manually returned to position.- Grade IV: hemorrhoid protrudes from the anus during bowel movements and cannot be returned to position.",
https://admin.examine.com/content/faqs/2263/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,What are some of the main medical treatments for hemorrhoids?,"The initial treatment of hemorrhoids usually involves lifestyle changes focused on reducing [constipation], including consuming more fiber, increasing fluid intake, using stool softeners, avoiding straining on the toilet, and improving anal hygiene by cleansing with warm water and using unscented wipes in place of toilet paper.[PMID:22563187] Over-the-counter topical creams/ointments and suppositories containing a variety of ingredients (e.g., zinc, corticosteroids, anesthetics, phenylephrine) can improve symptoms temporarily, but there is little evidence to support their long-term efficacy and safety.[PMID:22563187][PMID:29431977] Prescription topical medications containing nitroglycerin or nifedipine can also be helpful for managing pain.[PMID:29431977]For more severe hemorrhoids, or when initial treatments have failed, a clinician may perform nonsurgical (e.g., rubber band ligation) or surgical interventions (e.g., hemorrhoidectomy) to remove the hemorrhoid. However, these more invasive treatments are associated with a high risk of hemorrhoid recurrence and post-procedure pain.[PMID:35412490][PMID:29431977]",
https://admin.examine.com/content/faqs/2264/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,Have any supplements been studied for hemorrhoids?,"[Fiber] supplementation helps to soften stool and reduce [constipation], which can minimize irritation to the anal cushions and improve healing. A meta-analysis of controlled trials found that fiber supplementation, most often [psyllium], reduced the risk of overall hemorrhoid symptoms by half and was particularly effective for reducing the risk of bleeding. However, it can take up to 6 weeks for these benefits to take effect. Once hemorrhoids have healed, fiber supplementation can be continued as a preventative measure.[PMID:16235372]Bioflavonoid supplementation, particularly *micronized purified flavonoid fraction* (MPFF) containing 90% diosmin and 10% [hesperidin], was assessed in two recent meta-analyses of controlled trials. One meta-analysis reported a reduction in bleeding, anal leakage, and overall symptoms, while the other only found an effect for reduced bleeding.[PMID:32399811][PMID:30012392] MPFF is thought to work by reducing vein inflammation and increasing vein tone (the tightness of the vein).[PMID:32399811] While these products are commonly used in other parts of the world, they are not currently approved by the U.S. Food and Drug Administration for hemorrhoid treatment.[PMID:29431977]",
https://admin.examine.com/content/faqs/2265/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,How could diet affect hemorrhoids?,"A high-fiber diet (25 to 35 grams daily), including adequate fluid intake, is considered to be the best first-line intervention for the management and prevention of hemorrhoids.[PMID:34485376][PMID:29431977] Fiber is found in plant-based foods like vegetables, fruits, whole grains, legumes, nuts, and seeds. Sometimes, going from a low-fiber diet to a high-fiber diet can cause symptoms like bloating, gas, and abdominal discomfort, but slowly increasing fiber intake over time can help to minimize these symptoms. Observational research has suggested that higher consumption of spicy foods is associated with an increased risk of hemorrhoids, but this claim has not been supported by interventional trials.[PMID:31729708][PMID:16708161][PMID:22563187]",
https://admin.examine.com/content/faqs/2266/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,Are there any other treatments for hemorrhoids?,"Sitz baths, which involve sitting in a warm tub of water for 10 to 15 minutes several times a day, are often recommended by healthcare providers for hemorrhoids, but a meta-analysis was unable to find any strong evidence for improvements in pain or healing time. Regardless, people using a sitz bath often reported finding it soothing, and there is no apparent harm from the practice.[PMID:22117576]Pelvic floor physiotherapy may play a role in improving long-term outcomes for recurrent hemorrhoids for people with dyssynergic defecation, which is a pelvic floor dysfunction that can make bowel movements difficult. However, most of the research in this field has been related to anal fissures rather than hemorrhoids.[PMID:35412490]",
https://admin.examine.com/content/faqs/2267/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,What causes hemorrhoids?,"Although hemorrhoids are not fully understood, they are thought to occur when the connective tissues within the anal cushion weaken, allowing the blood vessels in the region to become enlarged and displaced. Generally, hemorrhoids are associated with conditions that increase pressure in the abdomen or create a shear force against the anal cushions, such as:[PMID:29431977][PMID:35412490][PMID:21932016][PMID:34485376]- [Constipation] (either from hard or lumpy stool or straining during bowel movements)- Pregnancy and vaginal delivery- Chronic diarrhea- [Cirrhosis] with ascites (fluid in the abdominal cavity) - [Obesity] - Anal intercourse - Pelvic floor dysfunction",
https://admin.examine.com/content/faqs/2268/edit,https://admin.examine.com/content/topics/1206/edit,Hemorrhoids,Why are hemorrhoids more common during pregnancy and postpartum?,"Hemorrhoids are particularly common during the last trimester of pregnancy and the first month postpartum.[PMID:24810254] This increased risk arises for a number of reasons. During pregnancy, the combination of increased blood volume (more circulating blood) and a rise in abdominal pressure from the growing fetus can cause blood to pool in the rectal/anal region.[PMID:34485376] Additionally, progesterone, a hormone that is elevated during pregnancy, relaxes smooth muscles in the walls of veins and the gastrointestinal tract. Veins may become more relaxed, allowing vessels to dilate and blood to pool, while gut motility slows, which can contribute to constipation. Reduced physical activity and changes in diet may also contribute to constipation during pregnancy.[PMID:35490229][PMID:34485376] During labor, vaginal delivery creates an immense amount of pressure in the abdomen and rectal area, which can lead to, or worsen, hemorrhoids. Factors that may increase the risk of hemorrhoids during pregnancy and postpartum include a history of constipation or anal problems, straining for more than 20 minutes during delivery, and a newborn birth weight of more than 3,800 grams (8 lbs, 6 oz).[PMID:24810254]Consuming a high-fiber diet with adequate fluids and staying active may help to prevent hemorrhoids in pregnancy and postpartum. A randomized controlled trial found that dietary and behavioral modifications reduced the risk of hemorrhoids by 60%. The dietary component included daily consumption of at least 1.5 liters of fluids, bran (1 tablespoon), 2 to 5 prunes, a serving of nuts, and several servings of fruits and vegetables. Additionally, participants were encouraged to exercise and walk 30–60 minutes per day, 3–5 times per week, and follow good bowel habits (not ignoring the urge to defecate and spending less than 3 minutes on the toilet).[PMID:35490229]",
https://admin.examine.com/content/faqs/2269/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,What is fall prevention?,"About one in three older adults experience a fall each year. Older adults are also more likely to experience fall-related injuries, including fractures, head injury, long-term mobility issues, and reduced independence. Therefore, fall prevention is typically targeted at older adults, and involves person-specific strategies to manage modifiable risk factors. Fall prevention methods can include environmental modifications (e.g., putting railings in the shower), management of any chronic conditions that increase fall risk, and physical training.[PMID:34910151][PMID:27537070] Since falls in older adults are a serious public health problem, organizations like the [https://www.cdc.gov/steadi/index.html](CDC) and the [https://ncoa.org/professionals/health/center-for-healthy-aging/national-falls-prevention-resource-center/falls-free-initiative](National Council of Aging) have developed fall prevention initiatives.",
https://admin.examine.com/content/faqs/2270/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,How is the need for fall prevention measured?,"Accurately identifying people that need a fall prevention intervention is a challenge.[PMID:27537070] It’s recommended that the risk for falls be determined by asking people whether they’ve fallen in the past, whether they are afraid of falling, or whether they experience gait and/or balance difficulties. People who may be at risk for falls can have their gait and balance measured with the [https://www.cdc.gov/steadi/pdf/TUG_test-print.pdf](Timed Up and Go Test (TUG). Other less-commonly-used assessments include the Berg Balance Scale and the Tinetti Performance-Oriented Mobility Assessment Tool.[PMID:34910151]",
https://admin.examine.com/content/faqs/2271/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,How does physical activity affect fall prevention?,"Many older adults, especially those with a history or a fear of falling, reduce and restrict their physical activity with the intention to reduce their risk of falls. Unfortunately, this usually results in physical deconditioning and conversely increases the risk of falls.[PMID:27537070] Consequently, most research has linked expert-directed moderated physical activity as a factor that reduces the risk of falls.[PMID:27537070] Meta-analyses of over 10,000 participants show that exercise reduces fall risk by 23% compared to control.[PMID:30703272] [PMID:34318929] Many exercise regimens have been studied, including functional balance training, resistance training, flexibility, patterned movement (Tai Chi/dance), and endurance training. Exercise can help to improve functional stability (e.g. by increasing lower body strength) and balance, providing additional layers of defense against a fall.[PMID:30703272][PMID:35115917]",
https://admin.examine.com/content/faqs/2272/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,Have any supplements been studied for fall prevention?,"Supplements for fall prevention are usually targeted at managing conditions that increase the risk for fracture or other acute conditions during a fall. For example, vitamin D and calcium have been studied for preventing fall-related injuries, as these nutrients help to stave off [osteoporosis].[PMID:23159993] However, some evidence suggests that high-dose vitamin D may actually be associated with an *increased* risk of falls when compared to lower doses, although it’s not clear why that would be the case.[PMID:33284677][PMID:36853379].",
https://admin.examine.com/content/faqs/2273/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,How can diet affect fall prevention?,"Dietary interventions have not been directly studied for fall prevention. However, diet can have many indirect effects on fall risk. For example, a nutritionally balanced diet that promotes a healthy weight may help to prevent falls and fall-related injuries in older adults and in people with osteosarcopenic obesity syndrome.[PMID:25533145] Correcting malnutrition, such as inadequate dietary protein and calcium intake, in the elderly may also reduce the risk of falls.[PMID:34670754][PMID:30554987]",
https://admin.examine.com/content/faqs/2274/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,Which other factors help prevent falls?,"In addition to exercise, other interventions to prevent falls include strategies to avoid hypotension, managing medications that increase the risk of falls, reducing foot and vision problems, and increasing home safety.[PMID:23159993][PMID:34318929] Strategies to reduce the severity of fall-related injuries include osteoporosis management, hip protectors, and digital technology or wearables.[PMID:34910151] Managing environmental factors such as lighting, stair and bath rails, clutter, and weather conditions can also help to prevent falls.[PMID:27537070]",
https://admin.examine.com/content/faqs/2275/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,What increases fall risk?,"Generally, the risk of falling is increased by factors that reduce normal postural stability, such as age-related decline in balance, gait stability, and cognitive and cardiovascular function. Other factors that increase fall risk include acute illness, certain medications (e.g., sedatives, antidepressants, antihypertensives), and environmental factors (e.g., lack of sidewalks, poor lighting). Nonmodifiable factors that are associated with higher fall risk include age, female sex, and a history of falling. Many falls in the elderly are multifactorial, involving a combination of intrinsic factors such as certain medical conditions, abnormalities in gait, reduced balance and physical strength, reduced strength, and problems with the musculoskeletal system. In the younger population, factors that increase fall risk mostly involve unsafe environments and high risk activities (e.g., climbing, mountain biking, skateboarding).[PMID:25144081]",
https://admin.examine.com/content/faqs/2276/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,What diseases or conditions increase the risk of falling?,"The risk of falls increases with chronic conditions that involve pain, balance problems, muscle weakness, and cognitive impairment. For example, [osteoarthritis] and [neuropathy] increase the risk for falls usually due to increased pain and mobility limitations, secondary to these conditions. [Parkinson’s disease] and [stroke] are associated with gait impairments which can make a person more susceptible to falling. Dizziness can worsen balance and may be caused by medications for [hypertension] or by [orthostatic hypotension]. Conditions such as [cataracts] and [macular degeneration] cause visual impairment and can increase the risk of stepping on hazards or mis-stepping. Depression has been frequently associated with greater fall risk, although the mechanism is not clear.[PMID:28459060] [PMID:28925664]",
https://admin.examine.com/content/faqs/2277/edit,https://admin.examine.com/content/topics/1186/edit,Fall Prevention,What consequences do falls have in older adults?,"Most falls in older adults do not result in severe enough injury for medical attention. While only about 3–5% of falls in elderly people result in fractures (hip, ankle, etc.), an additional  5–10% of falls cause other serious injuries requiring medical care, including hematoma, concussions, TBI, joint dislocation, severe laceration, sprain, and other disabling soft tissue injury. A further 30–50% of falls result in a variety of minor soft tissue injuries, and the remainder result in trivial or no injury. The percentage of falls that are severe enough to lead to admissions to acute care hospitals or the emergency room, and to end in serious injury, chronic pain, loss of independence, or even death, is small.[PMID:25144081][PMID:27747538] [PMID:32644982]",
https://admin.examine.com/content/faqs/2278/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,What is traumatic brain injury?,"*Traumatic brain injury* (TBI) is a disruption in the normal function of the brain that can be caused by physical trauma. TBIs are classified as either “closed”, meaning the skull remains intact, or “open”, meaning the skull has been fractured.[reference| url=https://www​.cdc.gov/traumaticbraininjury/index.html|title=Traumatic brain injury & concussion|author=CDC|published=2018]. TBIs are further classified as mild, moderate, or severe. Mild TBI is often referred to as concussion. Severe brain injury can cause coma, permanent disability, or death.[reference|url=https://medlineplus.gov/traumaticbraininjury.html|title=Traumatic brain injury|published=MedlinePlus|updated=February 2021]",
https://admin.examine.com/content/faqs/2279/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,What are the main signs and symptoms of traumatic brain injury?,"Mild TBI results in signs and symptoms such as the following:[PMID:35152817]- Headache- Nausea and vomiting- Fatigue- Loss of balance or dizziness- Blurred vision- Trouble with memory and concentration- Sleep disturbancesModerate and severe TBI can initially look similar to mild TBI, with symptoms becoming worse over time. Signs and symptoms of a moderate or severe TBI can include the following:[reference|url=https://braintrauma.org/coma/guidelines/guidelines-for-the-management-of-severe-tbi-4th-ed|title=Guidelines for the management of severe TBI, 4th edition|published=Brain trauma foundation|updated=September 2016]- Persistent or worsening headache- Severe vomiting- Slurred speech- Loss of vision- Confusion or agitation- Loss of coordination- Seizures",
https://admin.examine.com/content/faqs/2280/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,How is traumatic brain injury diagnosed?,"Clinically, medical professionals assess TBI by taking a thorough history and completing a neurological examination looking for signs and symptoms of TBI in order to classify it appropriately. A TBI is diagnosed if one or more of the following clinical signs is noted after head trauma:- A decreased level of consciousness or a loss of consciousness after the injury- Alterations of mental state (e.g., confusion)- Post-traumatic amnesia - Neurological deficits (e.g., loss of balance, slurred speech, visual loss)- An intracranial lesionA *computed tomography* (CT) scan or *magnetic resonance imaging* (MRI) of the brain may be done to check for any head or brain injuries that require neurosurgical intervention.[PMID: 37211140]",
https://admin.examine.com/content/faqs/2281/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,What are some of the main medical treatments for traumatic brain injury?,"Mild TBI can be treated with monitoring and appropriate strategies for returning to normal daily activities and sport. This doesn’t usually require medication, although medicines for managing symptoms like pain and nausea could be used.[PMID:35152817] In moderate to severe cases, patients receive emergency neurological life support with an emphasis on monitoring pressure on the brain. Surgery to relieve this pressure may be necessary.[PMID: 31887790] Once the patient is stable, monitoring of the pressure will continue and patients may receive non-invasive treatments to reduce the pressure, such as osmotic therapy. [PMID: 32871879]",
https://admin.examine.com/content/faqs/2282/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,Have any supplements been studied for traumatic brain injury?,"Vitamin E and vitamin C supplementation have shown some positive effects in the context of TBI, but more research is needed to identify the ideal timing and dosing of each.[PMID: 36600753] Curcumin, found naturally in tumeric, has potential anti-inflammatory effects and could help by blocking pathways that cause neuroinflammation after TBI.[PMID: 36055110] Supplementing with [*docosahexaenoic acid*] (DHA), an omega-3 fatty acid, has some promising outcomes in early research, but further studies are needed to offer dosages specifically for TBI. A vitamin D supplement could help with recovery from TBI in people with low vitamin D levels at the time of the injury. Similarly, supplementing with magnesium could help improve long-term outcomes.[PMID:36313085]",
https://admin.examine.com/content/faqs/2283/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,How could diet affect traumatic brain injury?,"There are no specific dietary strategies that are closely related to improved recovery from TBI. However, having a BMI within normal ranges and eating a diet that contains sufficient micronutrients is likely to be valuable when recovering from a TBI. In particular, being underweight can worsen outcomes, although this is not specific to TBI.[PMID: 27705610]",
https://admin.examine.com/content/faqs/2284/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,Are there any other treatments for traumatic brain injury?,"Multiple new medical treatments are being studied for use in TBI. Statins, a class of drugs used primarily to reduce cholesterol, can reduce inflammation in the vascular system, and may reduce neural cell death after an injury.[PMID: 34405076] Progesterone, a neurosteroid, is being investigated for potential neuroprotective effects.[PMID: 30666088] Cyclosporin A is an immunosuppressive drug that is also being looked into for neuroprotective properties, although finding an effective dosage is difficult because high doses can have severe side effects.[PMID: 26671075] Targeted temperature management is sometimes used as a neuroprotective strategy. It involves lowering the body temperature in an attempt to lower the oxygen demand of the brain tissue.[PMID: 29038971] Hyperbaric oxygen therapy focuses instead on providing more oxygen to the damaged tissue. High pressure environments, like those generated in a hyperbaric oxygen chamber, make it possible to have higher than normal oxygenation levels in the blood. This oxygen can be absorbed into the brain tissue, and potentially help the brain to heal more efficiently.[PMID:33792399][PMID:35370898] *Erythropoietin* (EPO) treatment has been used for TBI as well. EPO is a type of cytokine that helps the body produce red blood cells. It has antioxidant and anti-inflammatory effects and shows some promise in neuroprotection and improving outcomes in people with TBI.[PMID:3317883][PMID:32450313]Persisting functional impairments may require long-term interventions from medical specialists. These may include cognitive behavioral therapy, balance training, and vestibular therapy.[PMID:37316188][PMID:34804154][PMID:33842981]",
https://admin.examine.com/content/faqs/2285/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,What causes traumatic brain injury?,"TBI is caused by an external force applied to the head, resulting in an injury to the brain. In people over 65, TBIs are most commonly caused by a fall. In younger people, they are most commonly caused by motor vehicle accidents, sports injuries, and interpersonal violence.[reference|url=https://medlineplus.gov/traumaticbraininjury.html|title=Traumatic brain injury|published=MedlinePlus|updated]",
https://admin.examine.com/content/faqs/2286/edit,https://admin.examine.com/content/topics/1380/edit,Traumatic Brain Injury,How do you return to normal activity after a mild traumatic brain injury?,"In mild TBI cases, relative rest with reduced screen time is recommended for 24 to 48 hours. Relative rest can include normal daily activities like reading or walking. A return to physical activity starts with safe, low intensity aerobic exercise such as stationary cycling. A progressive increase in cognitive load with close monitoring of symptoms to evaluate any exacerbations can also begin after 24 to 48 hours. This might take some time and require cooperation from a school or work environment. For example, a person with a TBI may need extra time to complete a project. As more physical activity and cognitive load is reintroduced, only minor worsening of symptoms should be tolerated. If symptoms are severe, or last for more than 2 hours after the activity, then the level of activity should be reduced again the following day. In some cases, a referral to a specialist might be warranted. A doctor should be consulted before returning to a high intensity training program or a contact sport.[PMID:37316210][reference|url=https://www.cdc.gov/headsup/basics/return_to_sports.html#:~:text=It%20starts%20with%20a%20few,that%20do%20not%20worsen%20symptoms.|title=Returning to sports and activity|published=Centre for disease control|updated=February 2019]",
